"slug","symbol","name","date","ranknow","open","high","low","close","volume","market","close_ratio","spread"
"bitcoin","BTC","Bitcoin",2013-06-03,1,122.5,122.5,116,122.22,0,1376180000,0.9569,6.5
"bitcoin","BTC","Bitcoin",2013-06-04,1,120.74,123.84,119.1,121.42,0,1357020000,0.4895,4.74
"bitcoin","BTC","Bitcoin",2013-06-05,1,121.4,123.47,119.9,121.65,0,1365110000,0.4902,3.57
"bitcoin","BTC","Bitcoin",2013-06-06,1,121.9,123.1,117.25,118,0,1371300000,0.1282,5.85
"bitcoin","BTC","Bitcoin",2013-06-07,1,118.97,119,106.42,111.5,0,1338880000,0.4038,12.58
"bitcoin","BTC","Bitcoin",2013-06-08,1,111,111.42,107.3,108.3,0,1249630000,0.2427,4.12
"bitcoin","BTC","Bitcoin",2013-06-09,1,107.89,108.99,88.5,100,0,1215130000,0.5612,20.49
"bitcoin","BTC","Bitcoin",2013-06-10,1,100.44,110.1,95,106.35,0,1131570000,0.7517,15.1
"bitcoin","BTC","Bitcoin",2013-06-11,1,106.35,109.6,104,108.9,0,1198640000,0.875,5.6
"bitcoin","BTC","Bitcoin",2013-06-12,1,109,111.79,106.73,108.15,0,1229000000,0.2806,5.06
"bitcoin","BTC","Bitcoin",2013-06-13,1,108.78,110.3,100.53,104,0,1227030000,0.3552,9.77
"bitcoin","BTC","Bitcoin",2013-06-14,1,103.95,104.7,98,99.98,0,1173060000,0.2955,6.7
"bitcoin","BTC","Bitcoin",2013-06-15,1,100,103.7,98,99.99,0,1128950000,0.3491,5.7
"bitcoin","BTC","Bitcoin",2013-06-16,1,99.8,101.6,98.95,99.51,0,1127120000,0.2113,2.65
"bitcoin","BTC","Bitcoin",2013-06-17,1,99.9,102.21,99,101.7,0,1128720000,0.8411,3.21
"bitcoin","BTC","Bitcoin",2013-06-18,1,101.95,111.11,101.03,107.4,0,1152250000,0.6319,10.08
"bitcoin","BTC","Bitcoin",2013-06-19,1,107.05,110.22,105.75,108.25,0,1210260000,0.5593,4.47
"bitcoin","BTC","Bitcoin",2013-06-20,1,108.25,114.3,107.5,110.15,0,1224210000,0.3897,6.8
"bitcoin","BTC","Bitcoin",2013-06-21,1,111.29,114.99,107.69,109.5,0,1259000000,0.2479,7.3
"bitcoin","BTC","Bitcoin",2013-06-22,1,109.5,109.96,107.51,108.3,0,1239210000,0.3224,2.45
"bitcoin","BTC","Bitcoin",2013-06-23,1,108.2,108.8,106.23,107.6,0,1224980000,0.5331,2.57
"bitcoin","BTC","Bitcoin",2013-06-24,1,107.9,108.33,100.98,102.74,0,1222030000,0.2395,7.35
"bitcoin","BTC","Bitcoin",2013-06-25,1,102.09,106.47,101.01,103.95,0,1156610000,0.5385,5.46
"bitcoin","BTC","Bitcoin",2013-06-26,1,103.33,105.49,102.79,104,0,1171050000,0.4481,2.7
"bitcoin","BTC","Bitcoin",2013-06-27,1,104,104,101.1,101.44,0,1179110000,0.1172,2.9
"bitcoin","BTC","Bitcoin",2013-06-28,1,101.74,101.74,92.33,94.65,0,1153880000,0.2465,9.41
"bitcoin","BTC","Bitcoin",2013-06-29,1,94.66,99.99,93,94.99,0,1074010000,0.2847,6.99
"bitcoin","BTC","Bitcoin",2013-06-30,1,95,98.12,94.22,96.61,0,1078260000,0.6128,3.9
"bitcoin","BTC","Bitcoin",2013-07-01,1,97.51,97.66,86.3,88.05,0,1107130000,0.154,11.36
"bitcoin","BTC","Bitcoin",2013-07-02,1,88.05,92.3,87.51,90.13,0,1000070000,0.547,4.79
"bitcoin","BTC","Bitcoin",2013-07-03,1,90.41,90.98,76.98,77.53,0,1027160000,0.0393,14
"bitcoin","BTC","Bitcoin",2013-07-04,1,78.89,83.11,72,80.53,0,896693000,0.7678,11.11
"bitcoin","BTC","Bitcoin",2013-07-05,1,79.99,80,65.53,68.43,0,909526000,0.2004,14.47
"bitcoin","BTC","Bitcoin",2013-07-06,1,68.5,75,66.82,70.28,0,779255000,0.423,8.18
"bitcoin","BTC","Bitcoin",2013-07-07,1,68.75,74.56,66.62,74.56,0,782352000,1,7.94
"bitcoin","BTC","Bitcoin",2013-07-08,1,76.5,80,72.6,76.52,0,870912000,0.5297,7.4
"bitcoin","BTC","Bitcoin",2013-07-09,1,76,78.3,72.52,76.69,0,865585000,0.7215,5.78
"bitcoin","BTC","Bitcoin",2013-07-10,1,76.72,87,76.2,86.76,0,874138000,0.9778,10.8
"bitcoin","BTC","Bitcoin",2013-07-11,1,88,90.28,85.08,88.98,0,1003090000,0.75,5.2
"bitcoin","BTC","Bitcoin",2013-07-12,1,88.98,104,88.17,93.59,0,1014640000,0.3424,15.83
"bitcoin","BTC","Bitcoin",2013-07-13,1,93.99,98.25,88.06,98.13,0,1072140000,0.9882,10.19
"bitcoin","BTC","Bitcoin",2013-07-14,1,98.7,98.7,92.86,94.69,0,1126260000,0.3134,5.84
"bitcoin","BTC","Bitcoin",2013-07-15,1,93.61,101.9,93.11,98.4,0,1068520000,0.6018,8.79
"bitcoin","BTC","Bitcoin",2013-07-16,1,98.89,99.86,96.14,97.45,0,1129260000,0.3522,3.72
"bitcoin","BTC","Bitcoin",2013-07-17,1,96.71,99.97,96.18,98.5,0,1104760000,0.6121,3.79
"bitcoin","BTC","Bitcoin",2013-07-18,1,98.5,98.8,86.2,90.58,0,1125660000,0.3476,12.6
"bitcoin","BTC","Bitcoin",2013-07-19,1,90.07,95.2,87.8,92.17,0,1029670000,0.5905,7.4
"bitcoin","BTC","Bitcoin",2013-07-20,1,92,93.1,89.27,89.39,0,1052140000,0.0313,3.83
"bitcoin","BTC","Bitcoin",2013-07-21,1,89.82,91.95,88,90.76,0,1027640000,0.6987,3.95
"bitcoin","BTC","Bitcoin",2013-07-22,1,92,92,90.08,91.61,0,1053000000,0.7969,1.92
"bitcoin","BTC","Bitcoin",2013-07-23,1,91.6,96.82,91.6,95.56,0,1048820000,0.7586,5.22
"bitcoin","BTC","Bitcoin",2013-07-24,1,95.56,95.99,93,94.51,0,1094490000,0.505,2.99
"bitcoin","BTC","Bitcoin",2013-07-25,1,94.5,97.33,93.87,96.9,0,1082800000,0.8757,3.46
"bitcoin","BTC","Bitcoin",2013-07-26,1,96.95,97.47,96,96.02,0,1111160000,0.0136,1.47
"bitcoin","BTC","Bitcoin",2013-07-27,1,96.02,97,93,94.12,0,1100900000,0.28,4
"bitcoin","BTC","Bitcoin",2013-07-28,1,94.4,100.58,94,99.76,0,1082750000,0.8754,6.58
"bitcoin","BTC","Bitcoin",2013-07-29,1,98.6,102.5,98.45,101.2,0,1131340000,0.679,4.05
"bitcoin","BTC","Bitcoin",2013-07-30,1,101.49,107.99,100.47,107.99,0,1164940000,1,7.52
"bitcoin","BTC","Bitcoin",2013-07-31,1,107.95,111.34,103.88,106.09,0,1239630000,0.2962,7.46
"bitcoin","BTC","Bitcoin",2013-08-01,1,106.21,108,103.01,104,0,1220190000,0.1984,4.99
"bitcoin","BTC","Bitcoin",2013-08-02,1,104.86,108,101.21,104.5,0,1205070000,0.4845,6.79
"bitcoin","BTC","Bitcoin",2013-08-03,1,104.5,105.78,102,104,0,1201490000,0.5291,3.78
"bitcoin","BTC","Bitcoin",2013-08-04,1,104.95,105.95,103.52,105.14,0,1207100000,0.6667,2.43
"bitcoin","BTC","Bitcoin",2013-08-05,1,105.12,107.77,105,106.22,0,1209520000,0.4404,2.77
"bitcoin","BTC","Bitcoin",2013-08-06,1,106.72,107.38,105.56,106.75,0,1228440000,0.6538,1.82
"bitcoin","BTC","Bitcoin",2013-08-07,1,106.75,106.75,106.75,106.75,0,1229100000,NA,0
"bitcoin","BTC","Bitcoin",2013-08-08,1,106.75,106.75,101.26,103,0,1229100000,0.3169,5.49
"bitcoin","BTC","Bitcoin",2013-08-09,1,103.07,105.75,101.94,102.8,0,1187920000,0.2257,3.81
"bitcoin","BTC","Bitcoin",2013-08-10,1,102.8,103.9,102.41,103,0,1185310000,0.396,1.49
"bitcoin","BTC","Bitcoin",2013-08-11,1,103,105.19,102.75,105,0,1188150000,0.9221,2.44
"bitcoin","BTC","Bitcoin",2013-08-12,1,105,108,103.5,106.64,0,1211790000,0.6978,4.5
"bitcoin","BTC","Bitcoin",2013-08-13,1,106.99,109.35,104.65,109,0,1235340000,0.9255,4.7
"bitcoin","BTC","Bitcoin",2013-08-14,1,109.56,115,108,112.56,0,1265450000,0.6514,7
"bitcoin","BTC","Bitcoin",2013-08-15,1,112.56,113.25,109,109.99,0,1300660000,0.2329,4.25
"bitcoin","BTC","Bitcoin",2013-08-16,1,110,112.3,108.52,108.99,0,1271470000,0.1243,3.78
"bitcoin","BTC","Bitcoin",2013-08-17,1,108.99,113.75,108.22,113.5,0,1260350000,0.9548,5.53
"bitcoin","BTC","Bitcoin",2013-08-18,1,112.75,114.69,112,113.5,0,1304320000,0.5576,2.69
"bitcoin","BTC","Bitcoin",2013-08-19,1,113.38,123.06,111.77,119,0,1312160000,0.6404,11.29
"bitcoin","BTC","Bitcoin",2013-08-20,1,119,123.01,117.51,121.2,0,1377730000,0.6709,5.5
"bitcoin","BTC","Bitcoin",2013-08-21,1,121.21,124.91,119.68,123.3,0,1403890000,0.6922,5.23
"bitcoin","BTC","Bitcoin",2013-08-22,1,123.3,123.5,120.6,121.15,0,1428700000,0.1897,2.9
"bitcoin","BTC","Bitcoin",2013-08-23,1,122,122,118.44,118.5,0,1414290000,0.0169,3.56
"bitcoin","BTC","Bitcoin",2013-08-24,1,118.51,121.39,118.02,120.05,0,1374420000,0.6024,3.37
"bitcoin","BTC","Bitcoin",2013-08-25,1,119.6,122.99,119.17,122.11,0,1387640000,0.7696,3.82
"bitcoin","BTC","Bitcoin",2013-08-26,1,122.11,122.75,119.93,120.06,0,1417200000,0.0461,2.82
"bitcoin","BTC","Bitcoin",2013-08-27,1,120.07,127.24,120.07,126.5,0,1394010000,0.8968,7.17
"bitcoin","BTC","Bitcoin",2013-08-28,1,126.48,127.32,122.62,122.62,0,1468960000,0,4.7
"bitcoin","BTC","Bitcoin",2013-08-29,1,122.62,123.7,122.21,122.39,0,1424680000,0.1208,1.49
"bitcoin","BTC","Bitcoin",2013-08-30,1,122.35,135.75,120.99,133.49,0,1422120000,0.8469,14.76
"bitcoin","BTC","Bitcoin",2013-08-31,1,133.09,140.89,132.72,135.35,0,1547640000,0.3219,8.17
"bitcoin","BTC","Bitcoin",2013-09-01,1,135.14,145.81,134.81,138.34,0,1572230000,0.3209,11
"bitcoin","BTC","Bitcoin",2013-09-02,1,138.63,146.5,134.89,135.85,0,1613600000,0.0827,11.61
"bitcoin","BTC","Bitcoin",2013-09-03,1,135.61,138.34,133,136.77,0,1579180000,0.706,5.34
"bitcoin","BTC","Bitcoin",2013-09-04,1,136.53,144.5,123.61,126.74,0,1590550000,0.1498,20.89
"bitcoin","BTC","Bitcoin",2013-09-05,1,126.76,131.44,121.83,126.43,0,1477250000,0.4787,9.61
"bitcoin","BTC","Bitcoin",2013-09-06,1,126.49,127.34,119.15,119.15,0,1474670000,0,8.19
"bitcoin","BTC","Bitcoin",2013-09-07,1,118.89,125.94,118.46,124.15,0,1386610000,0.7607,7.48
"bitcoin","BTC","Bitcoin",2013-09-08,1,124.13,124.72,120.49,121.66,0,1448180000,0.2766,4.23
"bitcoin","BTC","Bitcoin",2013-09-09,1,121.86,129.06,119.75,127.11,0,1422180000,0.7905,9.31
"bitcoin","BTC","Bitcoin",2013-09-10,1,127.27,129.74,125.9,125.91,0,1485960000,0.0026,3.84
"bitcoin","BTC","Bitcoin",2013-09-11,1,125.89,137.83,123.27,135.25,0,1470450000,0.8228,14.56
"bitcoin","BTC","Bitcoin",2013-09-12,1,135.55,136.08,131.81,133.13,0,1583960000,0.3091,4.27
"bitcoin","BTC","Bitcoin",2013-09-13,1,132.83,137.58,132.27,134.98,0,1552880000,0.5104,5.31
"bitcoin","BTC","Bitcoin",2013-09-14,1,135.01,135.85,128.87,129.22,0,1579050000,0.0501,6.98
"bitcoin","BTC","Bitcoin",2013-09-15,1,129.4,131.44,128.26,130.37,0,1514140000,0.6635,3.18
"bitcoin","BTC","Bitcoin",2013-09-16,1,130.86,132.72,129.77,131.72,0,1531820000,0.661,2.95
"bitcoin","BTC","Bitcoin",2013-09-17,1,131.59,132.76,124.89,131.66,0,1540880000,0.8602,7.87
"bitcoin","BTC","Bitcoin",2013-09-18,1,131.71,133.2,130.54,131.47,0,1542870000,0.3496,2.66
"bitcoin","BTC","Bitcoin",2013-09-19,1,131.37,131.77,128.45,129.65,0,1539430000,0.3614,3.32
"bitcoin","BTC","Bitcoin",2013-09-20,1,129.7,135.62,126.68,127.04,0,1520470000,0.0403,8.94
"bitcoin","BTC","Bitcoin",2013-09-21,1,126.95,128.61,126.24,127.43,0,1488870000,0.5021,2.37
"bitcoin","BTC","Bitcoin",2013-09-22,1,127.87,133.94,126.59,129.12,0,1500260000,0.3442,7.35
"bitcoin","BTC","Bitcoin",2013-09-23,1,128.98,132.72,125.66,125.95,0,1513940000,0.0411,7.06
"bitcoin","BTC","Bitcoin",2013-09-24,1,126.05,127.46,125.39,127.25,0,1480210000,0.8986,2.07
"bitcoin","BTC","Bitcoin",2013-09-25,1,127.38,129.69,127.33,128.22,0,1496510000,0.3771,2.36
"bitcoin","BTC","Bitcoin",2013-09-26,1,128.21,134.93,127.32,128.38,0,1506920000,0.1393,7.61
"bitcoin","BTC","Bitcoin",2013-09-27,1,128.94,134.74,128.49,133.78,0,1516020000,0.8464,6.25
"bitcoin","BTC","Bitcoin",2013-09-28,1,133.77,135.63,132.56,134.78,0,1573400000,0.7231,3.07
"bitcoin","BTC","Bitcoin",2013-09-29,1,134.9,140.61,134.71,137.34,0,1587290000,0.4458,5.9
"bitcoin","BTC","Bitcoin",2013-09-30,1,137.15,138.35,130.27,133,0,1614350000,0.3379,8.08
"bitcoin","BTC","Bitcoin",2013-10-01,1,132.68,134.63,131.55,132.18,0,1562270000,0.2045,3.08
"bitcoin","BTC","Bitcoin",2013-10-02,1,132.05,133.59,102.25,114.13,0,1555470000,0.3791,31.34
"bitcoin","BTC","Bitcoin",2013-10-03,1,114.45,123.63,111.82,123.63,0,1348700000,1,11.81
"bitcoin","BTC","Bitcoin",2013-10-04,1,123.41,130.09,123.41,129.01,0,1454900000,0.8383,6.68
"bitcoin","BTC","Bitcoin",2013-10-05,1,128.63,130.44,128.03,128.55,0,1517020000,0.2158,2.41
"bitcoin","BTC","Bitcoin",2013-10-06,1,128.36,129.66,126.15,129,0,1514540000,0.812,3.51
"bitcoin","BTC","Bitcoin",2013-10-07,1,129.43,130.27,126.36,126.94,0,1527760000,0.1483,3.91
"bitcoin","BTC","Bitcoin",2013-10-08,1,126.74,127.47,124.71,126,0,1496500000,0.4674,2.76
"bitcoin","BTC","Bitcoin",2013-10-09,1,125.85,131.75,125.58,130.69,0,1486510000,0.8282,6.17
"bitcoin","BTC","Bitcoin",2013-10-10,1,130.67,131.5,129.26,130.59,0,1544020000,0.5938,2.24
"bitcoin","BTC","Bitcoin",2013-10-11,1,130.75,131.81,129.64,130.9,0,1545600000,0.5806,2.17
"bitcoin","BTC","Bitcoin",2013-10-12,1,130.9,135.66,130.56,135.19,0,1547970000,0.9078,5.1
"bitcoin","BTC","Bitcoin",2013-10-13,1,135.19,138.66,134.55,138.13,0,1599430000,0.871,4.11
"bitcoin","BTC","Bitcoin",2013-10-14,1,139.27,144.12,138.9,140.52,0,1648470000,0.3103,5.22
"bitcoin","BTC","Bitcoin",2013-10-15,1,140.77,145.39,139.13,145.24,0,1667100000,0.976,6.26
"bitcoin","BTC","Bitcoin",2013-10-16,1,145.65,152.23,142.43,142.55,0,1725840000,0.0122,9.8
"bitcoin","BTC","Bitcoin",2013-10-17,1,142.41,147.42,142.41,146.25,0,1688200000,0.7665,5.01
"bitcoin","BTC","Bitcoin",2013-10-18,1,146.37,155.96,145.57,155.96,0,1735750000,1,10.39
"bitcoin","BTC","Bitcoin",2013-10-19,1,155.91,177.48,155.7,172.42,0,1849630000,0.7677,21.78
"bitcoin","BTC","Bitcoin",2013-10-20,1,171.66,174.91,168.95,174.61,0,2037440000,0.9497,5.96
"bitcoin","BTC","Bitcoin",2013-10-21,1,174.8,184.82,174.8,182.21,0,2075580000,0.7395,10.02
"bitcoin","BTC","Bitcoin",2013-10-22,1,182.65,196.27,182.65,193.76,0,2169750000,0.8157,13.62
"bitcoin","BTC","Bitcoin",2013-10-23,1,193.36,213.62,192.38,213.62,0,2298160000,1,21.24
"bitcoin","BTC","Bitcoin",2013-10-24,1,214.3,217.42,168.52,198.23,0,2548230000,0.6076,48.9
"bitcoin","BTC","Bitcoin",2013-10-25,1,197.69,198.87,168.5,186.69,0,2351780000,0.5989,30.37
"bitcoin","BTC","Bitcoin",2013-10-26,1,187.45,188.41,175.75,177.32,0,2231070000,0.124,12.66
"bitcoin","BTC","Bitcoin",2013-10-27,1,176.6,196.44,176.6,196.44,0,2102730000,1,19.84
"bitcoin","BTC","Bitcoin",2013-10-28,1,196.21,198.62,192.06,198.55,0,2337100000,0.9893,6.56
"bitcoin","BTC","Bitcoin",2013-10-29,1,198.55,204.79,198.55,204.39,0,2365840000,0.9359,6.24
"bitcoin","BTC","Bitcoin",2013-10-30,1,204.39,209.16,199.97,199.97,0,2436240000,0,9.19
"bitcoin","BTC","Bitcoin",2013-10-31,1,199.83,205.18,198.85,204,0,2382870000,0.8136,6.33
"bitcoin","BTC","Bitcoin",2013-11-01,1,203.9,206.65,202.13,206.18,0,2432470000,0.896,4.52
"bitcoin","BTC","Bitcoin",2013-11-02,1,205.81,207.76,201.65,206.22,0,2456330000,0.748,6.11
"bitcoin","BTC","Bitcoin",2013-11-03,1,205.99,215.05,203.99,215.05,0,2459520000,1,11.06
"bitcoin","BTC","Bitcoin",2013-11-04,1,214.66,231.01,213.94,229.1,0,2564070000,0.8881,17.07
"bitcoin","BTC","Bitcoin",2013-11-05,1,229.21,250.66,226.22,245.24,0,2738980000,0.7782,24.44
"bitcoin","BTC","Bitcoin",2013-11-06,1,244.78,263,244.78,262.5,0,2926100000,0.9726,18.22
"bitcoin","BTC","Bitcoin",2013-11-07,1,261.68,304.17,261.55,296.41,0,3129190000,0.8179,42.62
"bitcoin","BTC","Bitcoin",2013-11-08,1,297.85,338.66,296.93,338.11,0,3562790000,0.9868,41.73
"bitcoin","BTC","Bitcoin",2013-11-09,1,338.58,370.82,319.71,339.11,0,4051120000,0.3796,51.11
"bitcoin","BTC","Bitcoin",2013-11-10,1,348.82,350.7,277.24,326.62,0,4174930000,0.6722,73.46
"bitcoin","BTC","Bitcoin",2013-11-11,1,325.41,351.27,311.78,342.44,0,3896130000,0.7764,39.49
"bitcoin","BTC","Bitcoin",2013-11-12,1,343.06,362.81,342.8,360.33,0,4109060000,0.8761,20.01
"bitcoin","BTC","Bitcoin",2013-11-13,1,360.97,414.05,359.8,407.37,0,4325400000,0.8769,54.25
"bitcoin","BTC","Bitcoin",2013-11-14,1,406.41,425.9,395.19,420.2,0,4871600000,0.8144,30.71
"bitcoin","BTC","Bitcoin",2013-11-15,1,419.41,437.89,396.11,417.95,0,5029340000,0.5227,41.78
"bitcoin","BTC","Bitcoin",2013-11-16,1,417.28,450.26,415.57,440.22,0,5005530000,0.7106,34.69
"bitcoin","BTC","Bitcoin",2013-11-17,1,440.96,500.58,440.24,492.11,0,5291730000,0.8596,60.34
"bitcoin","BTC","Bitcoin",2013-11-18,1,496.58,703.78,494.94,703.56,0,5961500000,0.9989,208.84
"bitcoin","BTC","Bitcoin",2013-11-19,1,712.76,806.11,456.39,584.61,0,8559550000,0.3666,349.72
"bitcoin","BTC","Bitcoin",2013-11-20,1,577.98,599.65,448.45,590.83,0,6943300000,0.9417,151.2
"bitcoin","BTC","Bitcoin",2013-11-21,1,594.32,733.4,577.29,722.43,0,7142030000,0.9297,156.11
"bitcoin","BTC","Bitcoin",2013-11-22,1,724.07,780.85,668.13,771.44,0,8703970000,0.9165,112.72
"bitcoin","BTC","Bitcoin",2013-11-23,1,771.7,844.97,771.7,797.82,0,9279850000,0.3565,73.27
"bitcoin","BTC","Bitcoin",2013-11-24,1,795.63,807.36,722.87,774.25,0,9570990000,0.6081,84.49
"bitcoin","BTC","Bitcoin",2013-11-25,1,773.02,810.68,754.43,799.11,0,9302270000,0.7943,56.25
"bitcoin","BTC","Bitcoin",2013-11-26,1,805.73,928.54,800.8,928.1,0,9699360000,0.9966,127.74
"bitcoin","BTC","Bitcoin",2013-11-27,1,923.85,1001.96,891.68,1001.96,0,11124900000,1,110.28
"bitcoin","BTC","Bitcoin",2013-11-28,1,1003.38,1077.56,962.17,1031.95,0,12087000000,0.6047,115.39
"bitcoin","BTC","Bitcoin",2013-11-29,1,1042.01,1146.97,1000.64,1131.97,0,12557100000,0.8975,146.33
"bitcoin","BTC","Bitcoin",2013-11-30,1,1129.37,1156.14,1106.61,1129.43,0,13614700000,0.4607,49.53
"bitcoin","BTC","Bitcoin",2013-12-01,1,1128.92,1133.08,801.82,955.85,0,13614300000,0.465,331.26
"bitcoin","BTC","Bitcoin",2013-12-02,1,951.42,1055.42,938.41,1043.33,0,11478300000,0.8967,117.01
"bitcoin","BTC","Bitcoin",2013-12-03,1,1046.4,1096,1011.21,1078.28,0,12628300000,0.791,84.79
"bitcoin","BTC","Bitcoin",2013-12-04,1,1077.58,1156.12,1070.16,1151.17,0,13010000000,0.9424,85.96
"bitcoin","BTC","Bitcoin",2013-12-05,1,1152.73,1154.36,897.11,1045.11,0,13922300000,0.5753,257.25
"bitcoin","BTC","Bitcoin",2013-12-06,1,1042.38,1042.38,829.45,829.45,0,12593900000,0,212.93
"bitcoin","BTC","Bitcoin",2013-12-07,1,835.32,854.64,640.22,698.23,0,10096600000,0.2705,214.42
"bitcoin","BTC","Bitcoin",2013-12-08,1,697.31,802.51,670.88,795.87,0,8431860000,0.9496,131.63
"bitcoin","BTC","Bitcoin",2013-12-09,1,793.8,921.93,780.9,893.19,0,9602480000,0.7962,141.03
"bitcoin","BTC","Bitcoin",2013-12-10,1,892.32,997.23,892.32,988.51,0,10798200000,0.9169,104.91
"bitcoin","BTC","Bitcoin",2013-12-11,1,989.07,1001.58,834.23,878.48,0,11973700000,0.2644,167.35
"bitcoin","BTC","Bitcoin",2013-12-12,1,882.78,901.94,844.95,873.26,0,10690600000,0.4968,56.99
"bitcoin","BTC","Bitcoin",2013-12-13,1,874.98,941.79,860.05,892.58,0,10599700000,0.398,81.74
"bitcoin","BTC","Bitcoin",2013-12-14,1,899.85,904.65,858.36,872.6,0,10904900000,0.3076,46.29
"bitcoin","BTC","Bitcoin",2013-12-15,1,875.29,886.16,825,876.12,0,10611600000,0.8358,61.16
"bitcoin","BTC","Bitcoin",2013-12-16,1,880.33,882.25,668.25,705.97,0,10676600000,0.1763,214
"bitcoin","BTC","Bitcoin",2013-12-17,1,706.37,754.83,630.88,682.12,0,8570390000,0.4134,123.95
"bitcoin","BTC","Bitcoin",2013-12-18,1,678.2,679.32,420.51,522.7,0,8232040000,0.3948,258.81
"bitcoin","BTC","Bitcoin",2013-12-19,1,519.06,707.23,502.89,691.96,0,6302970000,0.9253,204.34
"bitcoin","BTC","Bitcoin",2013-12-20,1,694.22,729.16,595.33,625.32,0,8433870000,0.2241,133.83
"bitcoin","BTC","Bitcoin",2013-12-21,1,619.9,654.27,579.17,605.66,0,7533740000,0.3527,75.1
"bitcoin","BTC","Bitcoin",2013-12-22,1,601.78,666.74,585.64,617.18,0,7315940000,0.3889,81.1
